srx_accession,entrez_id,file_path,obs_count,lib_prep,tech_10x,cell_prep,organism,tissue,tissue_ontology_term_id,disease,disease_ontology_term_id,perturbation,cell_line,antibody_derived_tag,czi_collection_id,czi_collection_name,is_lung,study_accession
SRX9058165,11769241,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058165.h5ad,2390,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage fluid, peripheral blood mononuclear cells",UBERON:0035963,unsure,,unsure,none,no,,,True,PRJNA661032
SRX9276321,12104793,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276321.h5ad,3602,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,"idiopathic pulmonary fibrosis (IPF), systemic sclerosis-interstitial lung disease (SSc-ILD), healthy control",MONDO:0800504,none reported,none,no,,,True,PRJNA668609
SRX9246191,12063418,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246191.h5ad,3714,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal epithelial cells),UBERON:0002031,cystic fibrosis (CF) and non-CF,MONDO:0009061,lentiviral transduction with GFP or CFTR,primary cells; no cell line,no,,,True,PRJNA667491
SRX9296016,12145483,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9296016.h5ad,4586,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,A549 cell line (lung adenocarcinoma),UBERON:0004821,none specified,,ACE2 overexpression (transgenic),A549,no,,,True,PRJNA669984
SRX9246190,12063417,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246190.h5ad,10738,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"primary human airway epithelial (basal) cells, polarized airway cultures","UBERON:0004802,UBERON:0010499",non-cystic fibrosis (non-CF),MONDO:0009061,untreated,primary basal cells,no,,,True,PRJNA667491
SRX9246200,12063427,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246200.h5ad,3759,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0000115,cystic fibrosis,MONDO:0009061,transduced with HIV-CFTR lentivirus,primary cells (not immortalized cell line),no,,,True,PRJNA667491
SRX9246197,12063424,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246197.h5ad,2614,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0002031,cystic fibrosis,MONDO:0009061,lentiviral transduction with HIV-CFTR,"primary basal cells, subject CFB_13_19",no,,,True,PRJNA667491
SRX9276294,12104766,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276294.h5ad,4114,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (CD31+ endothelial cells, fresh explant)",UBERON:0002048,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none reported,not applicable,no,,,True,PRJNA668609
SRX9246203,12063430,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246203.h5ad,4431,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary airway basal cells (bronchial epithelium),UBERON:0002031,cystic fibrosis (CF) and non-CF,MONDO:0009061,lentiviral transduction (GFP or human CFTR),primary basal cells from CF and non-CF donors,no,,,True,PRJNA667491
SRX9246199,12063426,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246199.h5ad,5871,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"airway epithelial basal cells (primary, polarized cultures)",UBERON:0004802,cystic fibrosis,MONDO:0009061,untreated,none (primary cells),no,,,True,PRJNA667491
SRX9058155,11769231,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058155.h5ad,6341,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage fluid, peripheral blood","UBERON:0035963,UBERON:0000178","COVID-19, healthy control",MONDO:0100096,unsure,none,no,,,True,PRJNA661032
SRX9246204,12063431,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246204.h5ad,4710,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0002048,cystic fibrosis,MONDO:0009061,transduced with HIV-GFP,none (primary cells),no,,,True,PRJNA667491
SRX9276324,12104796,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276324.h5ad,6280,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none indicated,none,no,,,True,PRJNA668609
SRX9276300,12104772,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276300.h5ad,5154,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (transplant rejection explant, control)",UBERON:0002048,none (control),,none reported,none,no,,,True,PRJNA668609
SRX9058162,11769238,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058162.h5ad,2827,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage fluid (BAL), peripheral blood mononuclear cells (PBMCs)",UBERON:0035963,"COVID-19 (severe/fatal), healthy controls",MONDO:0100096,SARS-CoV-2 infection,not_applicable,no,,,True,PRJNA661032
SRX9276299,12104771,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276299.h5ad,4018,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (CD45+ immune cells from lung explants),UBERON:0002048,transplant rejection lung (control),MONDO:0700220,none reported,not applicable,no,,,True,PRJNA668609
SRX9276314,12104786,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276314.h5ad,1787,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (transplant-rejection control lung explant),UBERON:0002048,control (no disease),,none specified,none,no,,,True,PRJNA668609
SRX9058167,11769243,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058167.h5ad,4196,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,broncho-alveolar lavage (BAL),UBERON:0006524,severe COVID-19,MONDO:0100096,none specified,none,no,,,True,PRJNA661032
SRX9276308,12104780,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276308.h5ad,5649,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (bronchoalveolar lavage, FACS-sorted CD31+ endothelial cells)",UBERON:0016405,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported (enzymatic digestion and FACS sorting only),none (primary cells),no,,,True,PRJNA668609
SRX9058170,11769246,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058170.h5ad,2804,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"Peripheral blood immune cells, bronchoalveolar lavage (BAL) immune cells","UBERON:0000178,UBERON:8850000","COVID-19, healthy control",MONDO:0100096,none,none,no,,,True,PRJNA661032
SRX9058154,11769230,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058154.h5ad,3814,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,,COVID-19,MONDO:0100096,none reported,none,no,,,True,PRJNA661032
SRX9058143,11769219,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058143.h5ad,2795,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage (BAL) fluid, peripheral blood mononuclear cells (PBMC)",UBERON:0035963,COVID-19,MONDO:0100096,severe/fatal COVID-19 infection,,no,,,True,PRJNA661032
SRX9276319,12104791,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276319.h5ad,3516,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (fibrotic lung explant, CD45+ sorted cells)",UBERON:0002048,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none reported,none,no,,,True,PRJNA668609
SRX9058150,11769226,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058150.h5ad,2292,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,,COVID-19 (severe),MONDO:0100096,none specified,not_applicable,no,,,True,PRJNA661032
SRX9276334,12104806,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276334.h5ad,1457,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung explant (CD31+ endothelial fraction),UBERON:0013479,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA668609
SRX9058184,11769260,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058184.h5ad,2909,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"Peripheral blood mononuclear cells (PBMCs), broncho-alveolar lavage (BAL) immune cells","UBERON:0000178,UBERON:0006524","Severe COVID-19, healthy control",MONDO:0100096,none reported,none,no,,,True,PRJNA661032
SRX9276306,12104778,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276306.h5ad,7613,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung explant (lung),UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none indicated,none (primary EPCAM+ SAbGAL– cells from lung explants),no,,,True,PRJNA668609
SRX9276295,12104767,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276295.h5ad,6395,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung explant, CD45+ immune cells",UBERON:0002048,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none reported,not applicable,no,,,True,PRJNA668609
SRX9062366,11773500,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062366.h5ad,286,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,none reported (normal tissue),,none reported,not applicable,no,,,True,PRJNA661081
SRX9246189,12063416,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246189.h5ad,9503,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,Primary human airway epithelial (basal) cells from polarized cultures,UBERON:0004802,Cystic fibrosis and non-CF (healthy),MONDO:0009061,Lentiviral transduction with GFP or CFTR,Primary basal cells (not immortalized cell line),no,,,True,PRJNA667491
SRX9296013,12145480,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9296013.h5ad,11938,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung (alveolar basal epithelial),UBERON:0004821,alveolar basal epithelial carcinoma,MONDO:0005138,ACE2 overexpression (transgenic),A549-ACE2,no,,,True,PRJNA669984
SRX9246195,12063422,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246195.h5ad,5793,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0002048,non-cystic fibrosis (non-CF),MONDO:0009061,HIV-GFP transduction,primary basal cells,no,,,True,PRJNA667491
SRX9276333,12104805,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276333.h5ad,4841,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (bronchoalveolar lavage, explant lung tissue, EPCAM+ cells)","UBERON:0002048,UBERON:0000483",idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not applicable,no,,,True,PRJNA668609
SRX9058161,11769237,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058161.h5ad,3622,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage (BAL),UBERON:0035963,Severe COVID-19,MONDO:0100096,none reported,not applicable,no,,,True,PRJNA661032
SRX9276292,12104764,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276292.h5ad,4534,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (CD90+ stromal cells),UBERON:0004883,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none reported,none,no,,,True,PRJNA668609
SRX9276304,12104776,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276304.h5ad,3517,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (lung explant), CD45+ immune cells",UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA668609
SRX9276293,12104765,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276293.h5ad,5540,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (EPCAM+ sorted epithelial cells and other lineages),UBERON:0002048,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none,none,no,,,True,PRJNA668609
SRX9246194,12063421,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246194.h5ad,5742,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary human airway basal cells (polarized airway epithelial cultures from lung donors),UBERON:0004807,cystic fibrosis (CF) and non-CF,MONDO:0009061,lentiviral transduction with HIV-CFTR vector; polarization of airway cultures,primary basal cells (not an immortalized cell line),no,,,True,PRJNA667491
SRX9246206,12063433,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246206.h5ad,7341,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0002048,cystic fibrosis,MONDO:0009061,HIV-CFTR lentiviral transduction,primary basal cells,no,,,True,PRJNA667491
SRX9276335,12104807,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276335.h5ad,5055,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung explant,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none specified,none,no,,,True,PRJNA668609
SRX9078404,11797540,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078404.h5ad,2097,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,tracheal/bronchial epithelial cells (nHTBE),"UBERON:0001901,UBERON:0002031",none (uninfected),,none (untreated),nHTBE,no,,,True,PRJNA661567
SRX9276301,12104773,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276301.h5ad,957,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung explant,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA668609
SRX9058151,11769227,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058151.h5ad,3140,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,broncho-alveolar lavage (BAL) fluid,UBERON:0035963,COVID-19 (fatal cases),MONDO:0100096,none beyond standard RBC lysis for cell prep,none (primary patient cells),no,,,True,PRJNA661032
SRX9246207,12063434,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246207.h5ad,4659,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (polarized human airway cultures),UBERON:0010499,cystic fibrosis,MONDO:0009061,HIV-GFP lentiviral transduction,primary basal cells,no,,,True,PRJNA667491
SRX9058152,11769228,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058152.h5ad,4646,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage (BAL),,severe COVID-19,MONDO:0100096,none specified,not_applicable,no,,,True,PRJNA661032
SRX9058153,11769229,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058153.h5ad,5033,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,COVID-19 (severe),MONDO:0100096,none reported,none,no,,,True,PRJNA661032
SRX9062365,11773499,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062365.h5ad,314,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (mesenchymal cells),UBERON:0004883,none (healthy donor),,none reported,none (primary cells),no,,,True,PRJNA661081
SRX9058141,11769217,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058141.h5ad,2954,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,severe COVID-19,MONDO:0100096,none specified,not applicable,no,,,True,PRJNA661032
SRX9058186,11769262,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058186.h5ad,1211,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"peripheral blood mononuclear cells, bronchoalveolar lavage fluid",UBERON:0035963,COVID-19,MONDO:0100096,none specified,not applicable,no,,,True,PRJNA661032
SRX9058156,11769232,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058156.h5ad,5843,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid (BAL),UBERON:0035963,severe COVID-19 (fatal outcome),MONDO:0100096,none specified,not applicable,no,,,True,PRJNA661032
SRX9058168,11769244,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058168.h5ad,2643,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,COVID-19 (severe/fatal),MONDO:0100096,none (clinical sampling),not_applicable,no,,,True,PRJNA661032
SRX9246208,12063435,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246208.h5ad,5714,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0000115,cystic fibrosis,MONDO:0009061,none/untreated,none (primary cells),no,,,True,PRJNA667491
SRX9276289,12104761,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276289.h5ad,3913,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (EPCAM+ epithelial cells from primary explant),UBERON:0000115,systemic sclerosis-associated interstitial lung disease (SSc-ILD),MONDO:0005100,none reported,not applicable,no,,,True,PRJNA668609
SRX9058149,11769225,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058149.h5ad,4174,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,COVID-19 (severe),MONDO:0100096,none specified,not_applicable,no,,,True,PRJNA661032
SRX9078405,11797541,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078405.h5ad,2815,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,tracheal/bronchial epithelium (primary nHTBE cells),UBERON:0008397,SARS-CoV-2 infection,MONDO:0100096,"viral infection (MOI 5, 24h post-infection)","primary normal human tracheal bronchial epithelial (nHTBE) cells, Lonza CC-2540S",no,,,True,PRJNA661567
SRX9062363,11773497,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9062363.h5ad,569,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (primary mesenchymal cells, EPCAM–/CD31–/CD45– sorted)",UBERON:0002048,none (healthy donor),,none reported,not_applicable,no,,,True,PRJNA661081
SRX9058189,11769265,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058189.h5ad,2561,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"Peripheral blood mononuclear cells (PBMC), bronchoalveolar lavage (BAL) fluid",UBERON:0035963,"COVID-19 (mild, severe, fatal), includes immunocompromised patients",MONDO:0100096,none (clinical/observational),none,no,,,True,PRJNA661032
SRX9058166,11769242,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058166.h5ad,1719,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,COVID-19 (severe),MONDO:0100096,none specified,none,no,,,True,PRJNA661032
SRX8953166,11637888,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8953166.h5ad,3756,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (lower lobe),UBERON:0008949,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA657422
